"omega","sc_xx_re","sc_xx_im","cs_xx_re","cs_xx_im","sc_xy_re","sc_xy_im","cs_yx_re","cs_yx_im"
-2.,-0.002304365886405401,0.0006822732514160395,0.0023043660477878635,-0.0006822755581050644,0.008338757394852535,-0.0003900226879472801,-0.0083387573967258,0.0003900227092546465
-1.975,-0.0021509879229532265,0.000636254819384997,0.0021509880871951963,-0.0006362571664151513,0.00825264585427778,-0.000324284345733632,-0.008252645856458482,0.0003242843675420377
-1.95,-0.0020068219720234155,0.0005978834674169036,0.0020068221393858936,-0.0005978858555445263,0.008181721574265976,-0.00026046991808277,-0.00818172157676344,0.00026046994045886095
-1.925,-0.0018703826494501712,0.0005663422970507395,0.0018703828201895012,-0.0005663447270938109,0.008125634540251682,-0.00019787792190836622,-0.008125634543082778,0.0001978779449226828
-1.9,-0.0017403145582480933,0.000541020146440466,0.0017403147326179175,-0.0005410226192783654,0.008084178218101666,-0.00013582680356043626,-0.008084178221290667,0.00013582682728864262
-1.875,-0.0016153604686851078,0.00052148466144889,0.0016153606469376906,-0.0005214871780227872,0.008057287515044536,-0.00007363495359863493,-0.008057287518623403,0.00007363497812281249
-1.85,-0.0014943324683831512,0.0005074651764617701,0.0014943326507703243,-0.0005074677377752146,0.008045039990546683,-0.00001060043384677359,-0.00804503999455572,0.000010600459256793272
-1.825,-0.0013760850535959,0.0004988442002982095,0.0013760852403692447,-0.0004988468074180717,0.008047660397887102,0.000054020779316001625,-0.00804766040237602,-0.00005402075292086342
-1.8,-0.0012594892059919981,0.0004956570441346971,0.0012594893974023913,-0.0004956596981920781,0.008065528749374351,0.00012103937841677806,-0.00806552875440378,-0.0001210393509260108
-1.775,-0.001143406547469504,0.000498099832611694,0.001143406743765891,-0.0004981025348032307,0.008099192211313076,0.00019136176126138208,-0.008099192216956676,-0.00019136173255119692
-1.75,-0.0010266626958439036,0.0005065468955061956,0.0010266628972708078,-0.0005065496470952508,0.008149381244192757,0.00026602560577813493,-0.008149381250539905,-0.00026602557570903565
-1.725,-0.0009080189731592524,0.0005215794460692946,0.0009080191799529132,-0.0005215822483870612,0.00821703049642117,0.000346244771988932,-0.008217030503580563,-0.0003462447404028099
-1.7,-0.0007861416787784542,0.0005440286431996026,0.0007861418911608306,-0.0005440314976462345,0.008303305007546011,0.0004334673744513137,-0.00830330501565047,-0.0004334673411681163
-1.675,-0.0006595682957008902,0.0005750377919114651,0.0006595685138708575,-0.000575040699956854,0.008409632219126191,0.0005294524446264173,-0.00840963222833887,-0.0005294524094401784
-1.65,-0.0005266703766394478,0.0006161508348228091,0.0005266706007599558,-0.0006161537980072013,0.008537740006418423,0.0006363729668467402,-0.008537740016941296,-0.000636372929520805
-1.625,-0.0003856137033137427,0.0006694378494716095,0.00038561393349312686,-0.0006694408694059787,0.008689700188772112,0.000756956643493054,-0.008689700200857128,-0.00075695660375465
-1.6,-0.000234318115719559,0.0007376736521298108,0.00023431835198463514,-0.0007376767304960825,0.008867975267470005,0.0008946811857952628,-0.008867975281434543,-0.0008946811433291631
-1.575,-0.00007042313784099724,0.0008245938507054078,0.00007042338009795704,-0.0008245969892574863,0.009075462510652867,0.0010540492744256554,-0.00907546252690078,-0.001054049228867137
-1.55,0.00010872686732797885,0.0009352653823843885,-0.0001087266193506688,-0.0009352685829510401,0.009315522009634867,0.0012409811950399002,-0.009315522028685902,-0.0012409811459674262
-1.525,0.00030604882877651433,0.0010766280898459385,-0.00030604857561170913,-0.001076631354338892,0.009591960004606374,0.0014633829203381204,-0.009591960027137652,-0.0014633828672666938
-1.5,0.0005245777260701796,0.0012582934416061962,-0.0005245774686356064,-0.0012582967720400145,0.009908907447512641,0.0017319773183710227,-0.009908907474417954,-0.0017319772607488904
-1.475,0.0007670887987975396,0.0014937292938501595,-0.0007670885385793566,-0.0014937326923873764,0.010270469415570941,0.002061529465037651,-0.010270469448046337,-0.002061529402251152
-1.45,0.0010352268678066527,0.0018020145846971043,-0.001035226607132863,-0.0018020180537465823,0.010679888010672328,0.0024726527510151868,-0.010679888050340737,-0.002472652682412905
-1.425,0.0013276088893967467,0.002210393956513087,-0.001327608631842305,-0.0022103974989392174,0.011137686037737207,0.0029944296021468405,-0.011137686086829812,-0.0029944295271057656
-1.4,0.0016358016700623605,0.002757805608052326,-0.0016358014210371434,-0.0027578092276128643,0.01163769475316589,0.0036680254080090563,-0.011637694814781599,-0.003668025326089565
-1.375,0.0019359703163301717,0.0034990652800088342,-0.0019359700838818526,-0.0034990689822614186,0.012158762762070759,0.004550985982124229,-0.012158762840528857,-0.00455098589340987
-1.35,0.002172094442384802,0.004507432565962052,-0.0021720942381225662,-0.004507436360104539,0.012648044585756293,0.005719955273342185,-0.012648044687006046,-0.00571995517915094
-1.325,0.002224726597956715,0.0058670817273935956,-0.0022247264375335487,-0.00586708562983576,0.012989844519920695,0.007263350619364413,-0.012989844651784757,-0.007263350523651145
-1.3,0.0018638181066587538,0.007631343835504149,-0.001863818007918281,-0.007631347876049502,0.01295854109303724,0.009239884310847213,-0.012958541264531501,-0.009239884222650303
-1.275,0.0007202055269903349,0.009700098059827461,-0.0007202055013155074,-0.009700102289439043,0.012190183039360585,0.011556341559451138,-0.012190183257300738,-0.01155634149596999
-1.25,-0.0015851459047606954,0.011608392109450314,0.0015851458728025785,-0.01160839660092155,0.010311845661517785,0.013756743135673417,-0.01031184592244819,-0.013756743122484896
-1.225,-0.004987718651744363,0.012495407457331634,0.004987718626567981,-0.012495412281021636,0.007395151859898799,0.014992081833144414,-0.007395152141335614,-0.014992081894381979
-1.2,-0.008617775068708406,0.011734335806402492,0.008617775151366304,-0.011734340986076777,0.0043179774296449635,0.014651311023169316,-0.004317977695265567,-0.014651311163696487
-1.175,-0.011425572178039137,0.009652124488734523,0.011425572454490633,-0.009652129991794586,0.0021391197458710608,0.013082709144057549,-0.0021391199666382682,-0.013082709345481268
-1.15,-0.013083692316170376,0.0071145077401838855,0.01308369282870182,-0.007114513517486062,0.0011955091806723729,0.011181287895834767,-0.0011955093467787268,-0.011181288132493408
-1.125,-0.013889182269336728,0.004714848320839068,0.013889183033084503,-0.004714854340973599,0.0011988829280740367,0.00958114927918022,-0.001198883042938568,-0.00958114953196815
-1.1,-0.014243086862925323,0.002617783599154868,0.014243087891695464,-0.002617789853723682,0.0017535236515598153,0.008504318692445584,-0.0017535237223747244,-0.008504318951122983
-1.075,-0.014417778812028405,0.00075831241835787,0.014417780134159749,-0.0007583189136594636,0.002582984549358662,0.00796731729063857,-0.002582984582060908,-0.007967317551003975
-1.05,-0.014548816140874653,-0.001005150428302273,0.014548817808032188,0.0010051436817132163,0.0035256347865906864,0.007944336238946439,-0.003525634784243212,-0.007944336499857707
-1.025,-0.014670231305949423,-0.0028337789258320186,0.014670233400284114,0.002833771925117333,0.004473295443187464,0.008435495472276101,-0.0044732954056475056,-0.008435495733510818
-1.,-0.014725665089603709,-0.004895374789355898,0.01472566773074319,0.004895367557668249,0.005308230206328469,0.00948386749630205,-0.005308230130212452,-0.009483867756780734
-0.975,-0.014542290072137342,-0.007348962397082107,0.01454229341902261,0.007348955015785901,0.005835356541134862,0.011158569826487587,-0.0058353564200512,-0.011158570082130228
-0.95,-0.013776521509783316,-0.010275570292663246,0.013776525739137282,0.010275562953831571,0.005706844974308648,0.013477270076906836,-0.005706844800293904,-0.013477270317578822
-0.925,-0.011904961649034904,-0.01348681687077801,0.0119049668712224,0.013486809933962432,0.004402831404282013,0.01620701452591986,-0.0044028311725979544,-0.01620701473224109
-0.9,-0.008485264054864551,-0.016246702580074324,0.008485270139481419,0.016246696545795723,0.001487439048789295,0.018580210216149435,-0.0014874387676164268,-0.018580210360917792
-0.875,-0.0038321839870921327,-0.01738567111521382,0.0038321904247145154,0.017385666381259397,-0.0027174043870814525,0.01940464030175563,0.0027174046889716927,-0.019404640363307493
-0.85,0.0007133478174196456,-0.016319483715818456,-0.0007133417260767813,0.016319480247101996,-0.00686387211514444,0.018079588277387915,0.006863872398706021,-0.018079588257709365
-0.825,0.003887200843916785,-0.013766580435113073,-0.003887195568308173,0.013766577788403754,-0.009681593210476338,0.015311340740103286,0.009681593449369917,-0.015311340663476057
-0.8,0.005486222256778203,-0.010901162782789372,-0.00548621788944681,0.010901160448052321,-0.01096193199442306,0.01226501201459782,0.010961932183052622,-0.01226501190887584
-0.775,0.005987024472735001,-0.008413171680002008,-0.005987020884739159,0.008413169299090579,-0.01117675765152057,0.009623660485724137,0.011176757796481862,-0.009623660370338264
-0.75,0.005899596554016783,-0.006474961217156281,-0.005899593561145257,0.006474958594538305,-0.010831988280338564,0.007554362627577481,0.010831988391280871,-0.007554362512947616
-0.725,0.005551597655528823,-0.0050258335950686475,-0.005551595093019896,0.0050258306391338815,-0.010251800635193644,0.005992325690158405,0.01025180072070406,-0.005992325580912682
-0.7,0.005115323238747876,-0.0039522618952651375,-0.005115320978050158,0.003952258568276614,-0.009605512881316995,0.004820810091987029,0.00960551294798626,-0.004820809989704875
-0.675,0.0046720333025308215,-0.0031524606215228507,-0.004672031247293342,0.00315245691023104,-0.008971836858637016,0.003935483708794891,0.008971836911265466,-0.003935483613614558
-0.65,0.004256420044331177,-0.0025494286950532487,-0.004256418122183983,0.0025494245955782293,-0.008383279546626777,0.0032573072173293746,0.008383279588660924,-0.003257307128770506
-0.625,0.0038808328254281077,-0.00208818131817909,-0.003880830980623714,0.0020881768286472777,-0.007850311635160714,0.0027296496302211715,0.00785031166908146,-0.0027296495475796845
-0.6,0.0035473936705982976,-0.0017301204652933222,-0.0035473918584172366,0.001730115582326,-0.0073734355618578626,0.002312571960028303,0.007373435589469573,-0.0023125718825575403
-0.575,0.003253842516804391,-0.0014481390571787329,-0.0032538406994678235,0.0014481337742103465,-0.006948991073431445,0.0019778658751305966,0.006948991096065308,-0.0019778658021189586
-0.55,0.002996296708391452,-0.0012230382091180582,-0.002996294852030067,0.0012230325155421547,-0.006571881637600181,0.0017054209839267953,0.006571881656254657,-0.001705420914726809
-0.525,0.0027705188998998764,-0.0010410552421800056,-0.0027705169721856998,0.0010410491228347739,-0.006236814795938479,0.001480714343801111,0.00623681481137714,-0.001480714277836041
-0.5,0.002572469407200961,-0.000892190793557771,-0.00257246737533429,0.0008921842283113839,-0.005938831566284079,0.0012931075809310144,0.005938831579104675,-0.0012931075176915341
-0.475,0.0023985184479414084,-0.0007690792071139804,-0.0023985162767459775,0.0007690721704291684,-0.005673499544906207,0.0011346936449642283,0.00567349955559139,-0.0011346935840011862
-0.45,0.002245500083554516,-0.0006662212106212579,-0.002245497733464067,0.0006662136710438855,-0.005436950857368189,0.0009995105987977689,0.005436950866324847,-0.0009995105397135485
-0.425,0.0021106959470746692,-0.0005794574823582306,-0.002110693371783359,0.0005794494019085361,-0.005225852484730684,0.0008829998192085142,0.0052258524923234,-0.0008829997616481428
-0.4,0.0019917911826016106,-0.0005056032067771736,-0.0019917883261098635,0.0005055945402611308,-0.0050373509118803676,0.0007816277332613386,0.005037350918463305,-0.0007816276769025957
-0.375,0.0018868226468554796,-0.0004421912108643224,-0.0018868194395499972,0.0004421819051744892,-0.004869010712585096,0.0006926178577525238,0.004869010718536957,-0.000692617802293806
-0.35,0.0017941284381051436,-0.000387289161326143,-0.001794124791360925,0.00038727915490249174,-0.004718755691768906,0.0006137578568968185,0.004718755697536578,-0.00061375780204004
-0.325,0.0017123024614508708,-0.0003393679044842239,-0.0017122982599995882,0.00033935712731223344,-0.004584815751432343,0.0005432579017959898,0.004584815757590688,-0.0005432578472178357
-0.3,0.001640155190557332,-0.00029720558886940575,-0.0016401502814990402,0.00029719396380950845,-0.004465679832633991,0.0004796440362289368,0.004465679839971778,-0.00047964398152770035
-0.275,0.001576680653945534,-0.00025981717821672997,-0.0015766748307571177,0.0002598046253285456,-0.004360053554174881,0.0004216749744819739,0.004360053563822245,-0.0004216749190753678
-0.25,0.0015210292824388242,-0.00022640226200066837,-0.0015210222617163315,0.0002263887093253404,-0.004266818488152471,0.00036827375310139745,0.004266818501766538,-0.0003682736960219346
-0.225,0.0014724863043320477,-0.00019630626765442216,-0.0014724776926639707,0.00019629167565115167,-0.004184987344553004,0.0003184677913186995,0.00418498736457353,-0.0003184677307990579
-0.2,0.0014304557973290476,-0.00016899156194419027,-0.0014304450472169383,0.00016897597639435732,-0.004113644142329691,0.00027133361418129064,0.004113644172267253,-0.0002713335468071683
-0.175,0.0013944513989119943,-0.00014401544963638162,-0.0013944377613071461,0.00014399911245523028,-0.004051848302598778,0.0002259495591411147,0.004051848347135491,-0.00022594947813751935
-0.15,0.00136409615620432,-0.00012101099901461448,-0.00136407866921088,0.00012099456972302982,-0.003998464419532215,0.0001813823873077558,0.0039984644835931275,-0.00018138227921924428
-0.125,0.0013391352883219492,-0.00009966161236498434,-0.0013391129390071279,0.00009964656624883741,-0.0039518643598547825,0.00013680211504276277,0.0039518644440299806,-0.00013680195410762633
-0.1,0.0013194607911783927,-0.00007964652562036962,-0.001319433218890635,0.00007963567574764131,-0.0039095083827076806,0.0000919941732880351,0.003909508468395915,-0.00009199391564482061
-0.075,0.0013051113006997213,-0.000060512970278257566,-0.001305080650137862,0.00006051037377395476,-0.0038678509298353757,0.00004880932747786998,0.0038678509445253294,-0.000048808921237401255
-0.05,0.0012960962744212308,-0.00004146777964473058,-0.0012960696001935138,0.00004147558302731127,-0.0038244369484871045,0.000013643474834036387,0.0038244367294808833,-0.000013642933547431954
-0.025,0.0012918280985683732,-0.000021417722057493046,-0.001291814013719454,0.000021428790237646382,-0.0037848905426820186,-3.1276497371173368e-6,0.0037848899326016774,3.128099968779734e-6
0.,0.0012907513659310304,-1.1668268739292758e-16,-0.0012907455873130674,5.559995231778754e-16,-0.0037675208986908564,-9.236089717123106e-17,0.0037675200633527786,1.9325771780081465e-16
0.025,0.0012918280985684519,0.00002141772205833054,-0.0012918140137187736,-0.000021428790237756554,-0.0037848905426819046,3.127649736862167e-6,0.0037848899326017272,-3.1280999689596346e-6
0.05,0.0012960962744230295,0.000041467779647427924,-0.0012960696001938637,-0.00004147558302739254,-0.003824436948487392,-0.000013643474834134861,0.0038244367294810204,0.00001364293354716455
0.075,0.0013051113007038777,0.00006051297027410642,-0.00130508065013073,-0.00006051037378371401,-0.003867850929835385,-0.00004880932747850285,0.003867850944525566,0.00004880892123715439
0.1,0.0013194607911768603,0.0000796465256224241,-0.0013194332188902085,-0.00007963567574571033,-0.0039095083827078315,-0.00009199417328777779,0.003909508468395942,0.00009199391564471868
0.125,0.0013391352883220175,0.000099661612364966,-0.0013391129390075114,-0.00009964656624864614,-0.003951864359854759,-0.00013680211504262055,0.003951864444029944,0.0001368019541075887
0.15,0.0013640961562030793,0.00012101099901448376,-0.0013640786692108134,-0.00012099456972355273,-0.003998464419532254,-0.00018138238730772512,0.003998464483593258,0.00018138227921920018
0.175,0.001394451398912006,0.00014401544963669368,-0.0013944377613073827,-0.0001439991124550268,-0.004051848302598802,-0.00022594955914119708,0.004051848347135463,0.00022594947813742646
0.2,0.0014304557973285905,0.00016899156194431571,-0.0014304450472176812,-0.00016897597639477344,-0.004113644142329694,-0.00027133361418127454,0.004113644172267231,0.00027133354680711474
0.225,0.0014724863043315435,0.0001963062676545637,-0.0014724776926643083,-0.0001962916756512382,-0.004184987344553053,-0.00031846779131876183,0.004184987364573461,0.000318467730799047
0.25,0.0015210292824392423,0.00022640226200057776,-0.001521022261716235,-0.00022638870932511107,-0.004266818488152442,-0.00036827375310133944,0.004266818501766538,0.00036827369602198345
