"x","y","(b)sx","(b)sy","(b)sz","(c)sx","(c)sy","(c)sz"
-3.455751918948773,2.468394227820552,0.013005282290811595,0.005351035351482381,0.010592027207822074,0.018719418000045934,0.013040786008298536,1.7477389986642056e-9
-3.455751918948773,2.57810063794591,0.009479941888174874,0.004907469960143467,0.00900718687847469,0.01460180522050365,0.01120717117845844,1.4630292029943481e-9
-3.455751918948773,2.6878070480712677,0.006686145177854569,0.004469833005342554,0.007750318964209694,0.011334217490469825,0.00969299003533068,1.2397483777418228e-9
-3.455751918948773,2.7975134581966254,0.004506326248282382,0.004088929741806317,0.006807339937829712,0.008824213525163719,0.008517202464316798,1.07457820853335e-9
-3.455751918948773,2.9072198683219836,0.0027940919523538523,0.003796284453413079,0.0061527157432885475,0.006946743833668253,0.007674916719323951,9.624068816188602e-10
-3.455751918948773,3.0169262784473414,0.0013963437084895858,0.003609091779907734,0.005760282093147234,0.005572263208312344,0.00715144997688212,8.983688610728069e-10
-3.455751918948773,3.126632688572699,0.00016340008730596185,0.0035353389278713833,0.005610738700868905,0.004583408964764459,0.006933379415053095,8.792573587615427e-10
-3.455751918948773,3.236339098698057,-0.001049911120277674,0.0035775436852370983,0.005695976454153739,0.0038823145627481384,0.007015770469960715,9.043598508950978e-10
-3.455751918948773,3.346045508823415,-0.0023880950231453305,0.0037343084609369713,0.00602066961818728,0.0033916892567592448,0.007405520701253892,9.75803406827458e-10
-3.455751918948773,3.455751918948773,-0.003999425728496362,0.003999425838953579,0.00660137284950992,0.0030525895630241096,0.00812087240287388,1.0984392952509414e-9
-3.346045508823415,-3.455751918948773,0.0037343083900835076,0.002388095123584079,0.006020669618436364,0.00750122824076283,0.00652722043236433,9.403423100948216e-10
-3.346045508823415,-3.346045508823415,0.0022248658415279076,0.0022248659058145296,0.005513970703951537,0.00592319679143972,0.005923168445960777,8.526395761307426e-10
-3.346045508823415,-3.236339098698057,0.0009767834012688794,0.0021284884418067114,0.00523036744522702,0.004777431578707925,0.005579912404619002,8.069227864018758e-10
-3.346045508823415,-3.126632688572699,-0.00015195990620582057,0.0021025588367574507,0.005155879353998748,0.003958889723118095,0.005486245673772146,8.009398023284264e-10
-3.346045508823415,-3.0169262784473414,-0.0012994593299325914,0.0021478756635723026,0.005286552796047481,0.003381438603740347,0.0056409720405500375,8.347727305409169e-10
-3.346045508823415,-2.9072198683219836,-0.0026044994680794096,0.002262996631022358,0.0056292450712893075,0.002977420796979752,0.006054639785401952,9.110349683850993e-10
-3.346045508823415,-2.7975134581966254,-0.0042105957390387964,0.0024432711145267985,0.006200242354915001,0.002694814529230258,0.006748231198084746,1.0346468477979986e-9
-3.346045508823415,-2.6878070480712677,-0.006265262783898697,0.0026785069533483254,0.007021513634846247,0.002493846603340493,0.007748523702460067,1.2121067838669064e-9
-3.346045508823415,-2.57810063794591,-0.008910511273004329,0.002949755632661099,0.008114249777880344,0.002344221858607834,0.009079704315449804,1.4501221039936452e-9
-3.346045508823415,-2.468394227820552,-0.012261615943273171,0.003226169047430795,0.009489580512042564,0.002223566415662037,0.010751189139780178,1.7535008141680852e-9
-3.346045508823415,-2.358687817695194,-0.0163739460653063,0.003463406685941293,0.0111371463787831,0.0021171816334259958,0.012742688138992096,2.1223793425853565e-9
-3.346045508823415,-2.248981407569836,-0.02120252484893079,0.0036053709507748383,0.013013455706535853,0.0020186974049639164,0.014989283134048108,2.549177299804306e-9
-3.346045508823415,-2.1392749974444785,-0.02656513579642454,0.003590711370094233,0.015033278066818506,0.0019307249101591087,0.017371110111557824,3.0160523366989933e-9
-3.346045508823415,-2.0295685873191207,-0.03212466310732016,0.0033642652107955056,0.01706801581515565,0.0018643222333552308,0.019713152855184313,3.4939067628664278e-9
-3.346045508823415,-1.9198621771937627,-0.037406331579153095,0.002891525048664783,0.018954318844684813,0.0018362675259788542,0.021799553704008393,3.943949318171991e-9
-3.346045508823415,-1.8101557670684048,-0.0418579239531003,0.0021720955979986486,0.020513835957428825,0.0018639342781161953,0.023403195637844394,4.322283810379024e-9
-3.346045508823415,-1.700449356943047,-0.044946592935427555,0.0012470910929239449,0.021581393168714054,0.001958795226564152,0.024325832610229393,4.587028949384897e-9
-3.346045508823415,-1.590742946817689,-0.04626969310275211,0.0001964872003748751,0.022035339861596302,0.002120675120828819,0.02443884907853793,4.706396447909378e-9
-3.346045508823415,-1.4810365366923313,-0.04564697634904755,-0.0008743986632773039,0.021821933653212652,0.002335133516538401,0.02371249164154577,4.665468292947006e-9
-3.346045508823415,-1.3713301265669733,-0.0431638422958055,-0.001856053322544493,0.020966586290845825,0.0025754310568947055,0.022223875449831856,4.4695463320004736e-9
-3.346045508823415,-1.2616237164416155,-0.039150704344299375,-0.0026572107466551957,0.01956851203970674,0.0028087350770213647,0.020140744370173186,4.1429606013193565e-9
-3.346045508823415,-1.1519173063162575,-0.03410564966649746,-0.0032217237402184288,0.017780434923793907,0.0030044471633982285,0.01768609682278373,3.7237298210202052e-9
-3.346045508823415,-1.0422108961908998,-0.02858642356976646,-0.003535282366675467,0.015779453272237752,0.003141727495165408,0.015094752746816749,3.2558021886147648e-9
-3.346045508823415,-0.9325044860655419,-0.023105163997877275,-0.0036213362691908716,0.013737198756215836,0.0032138410123794957,0.012574265035424371,2.7811998927831927e-9
-3.346045508823415,-0.8227980759401841,-0.01805324907047127,-0.003529262715949789,0.0117965027197976,0.0032284800711974027,0.010279242481864919,2.334066987429162e-9
-3.346045508823415,-0.7130916658148262,-0.013668717972420827,-0.003319709812417266,0.01005866218138193,0.003204872645180467,0.008302293226183722,1.9376629805875623e-9
-3.346045508823415,-0.6033852556894683,-0.010042828695160187,-0.0030517123880387776,0.008581632374040332,0.0031694935766054385,0.006679268772837936,1.60425210789239e-9
-3.346045508823415,-0.4936788455641104,-0.0071519135060778265,-0.002774315324393415,0.007386551874826886,0.0031522809535333954,0.0054032922656989625,1.3370658087652476e-9
-3.346045508823415,-0.38397243543875254,-0.004898100185378198,-0.0025232252326637503,0.006468715707195632,0.003184657371092936,0.004441633376520925,1.1332448512577087e-9
-3.346045508823415,-0.27426602531339467,-0.003145980004829675,-0.002321398910911421,0.005809378997919058,0.0032998358277255874,0.003751023291012456,9.868226357595544e-10
-3.346045508823415,-0.1645596151880368,-0.00174836841545578,-0.002181818434283146,0.005385956617960546,0.0035352275107911188,0.0032892121206647483,8.911759503092698e-10
-3.346045508823415,-0.054853205062678934,-0.0005598308554385736,-0.0021108186616051743,0.005179526996106217,0.0039363805127746645,0.0030224427223823117,8.407347053783487e-10
-3.346045508823415,0.054853205062678934,0.0005598308819103937,-0.002110818662089935,0.00517952699583455,0.004561652342618052,0.002929586379929641,8.319850268792561e-10
-3.346045508823415,0.1645596151880368,0.0017483684439952994,-0.0021818184357560192,0.005385956617118103,0.005486547113143008,0.0030039629193841103,8.638941168329084e-10
-3.346045508823415,0.27426602531339467,0.0031459800376759197,-0.0023213989134236554,0.00580937899642248,0.006806169766318216,0.0032535888799766132,9.378646882544917e-10
-3.346045508823415,0.38397243543875254,0.004898100225088683,-0.002523225236285221,0.006468715704903381,0.008633568445916269,0.0037000387536794722,1.0572491224505876e-9
-3.346045508823415,0.4936788455641104,0.007151913555620494,-0.002774315329188032,0.007386551871537982,0.011091116047386433,0.004375506662945495,1.226377508226073e-9
-3.346045508823415,0.6033852556894683,0.010042828757909497,-0.0030517123940291663,0.008581632369498089,0.014292094411739606,0.005317244777807463,1.449033123525345e-9
-3.346045508823415,0.7130916658148262,0.013668718052012164,-0.0033197098195413325,0.010058662175287567,0.01831106794954128,0.006558576951606274,1.7263884106999416e-9
-3.346045508823415,0.8227980759401841,0.018053249170477934,-0.0035292627240162207,0.011796502711838894,0.02314507890708378,0.008116375819573083,2.054610070620355e-9
-3.346045508823415,0.9325044860655419,0.02310516412130719,-0.0036213362778457687,0.01373719874611309,0.028672965116715767,0.009976325585368997,2.4226192770621102e-9
-3.346045508823415,1.0422108961908998,0.028586423718432015,-0.003535282375395057,0.015779453259805537,0.03462558543303359,0.012079182174396285,2.810742590064752e-9
-3.346045508823415,1.1519173063162575,0.0341056498403777,-0.003221723748340507,0.017780434909008068,0.040582469814295655,0.014312822747103257,3.1910512912625144e-9
-3.346045508823415,1.2616237164416155,0.0391507045410628,-0.002657210753453624,0.019568512022760255,0.046007247321651235,0.016515088564759247,3.5299221601281516e-9
-3.346045508823415,1.3713301265669733,0.04316384251066522,-0.0018560533273374227,0.020966586272173703,0.05032392073107583,0.018490447483685675,3.7927428385431394e-9
-3.346045508823415,1.4810365366923313,0.04564697657505923,-0.0008743986655462663,0.021821933633469508,0.0530211209008221,0.020039410051030805,3.949904518046887e-9
-3.346045508823415,1.590742946817689,0.04626969333155536,0.00019648720088574637,0.022035339841584088,0.05375793651880512,0.020994726963171433,3.982590059820046e-9
-3.346045508823415,1.700449356943047,0.04494659315829716,0.0012470910961564915,0.021581393149273265,0.05243974927862007,0.021254817948056615,3.886705179922956e-9
-3.346045508823415,1.8101557670684048,0.04185792416208137,0.002172095603592551,0.020513835939318985,0.049239616841392296,0.020804568135452867,3.6737515078655303e-9
-3.346045508823415,1.9198621771937627,0.037406331768021765,0.00289152505602891,0.018954318828486486,0.04455818128169633,0.019717156831820976,3.3683728375977218e-9
-3.346045508823415,2.0295685873191207,0.03212466327217251,0.0033642652192180707,0.017068015801215673,0.03893552838848268,0.01813668245899869,3.003341200735754e-9
-3.346045508823415,2.1392749974444785,0.026565135935806825,0.0035907113788612435,0.015033278055246074,0.03294299070216714,0.016247448833319456,2.613473708279468e-9
-3.346045508823415,2.248981407569836,0.02120252496355633,0.003605370959268017,0.013013455697240637,0.027085844195831658,0.014239348651116052,2.2301160484267113e-9
-3.346045508823415,2.358687817695194,0.016373946157498848,0.0034634066936972373,0.011137146371537631,0.021739372983320016,0.012278615012621424,1.87740988207008e-9
-3.346045508823415,2.468394227820552,0.012261616016314366,0.0032261690541572885,0.009489580506548877,0.017126168627138432,0.010489916362696425,1.5708201579756054e-9
-3.346045508823415,2.57810063794591,0.008910511330539333,0.002949755638218581,0.008114249773826692,0.013328760959017902,0.008951211464591933,1.3176762129335495e-9
-3.346045508823415,2.6878070480712677,0.006265262829495521,0.0026785069577108123,0.007021513631946733,0.010323695980369885,0.007698959721365957,1.1190312097092425e-9
-3.346045508823415,2.7975134581966254,0.0042105957759325015,0.0024432711177366437,0.00620024235293225,0.008022129391990124,0.006739368763861433,9.720434023668956e-10
-3.346045508823415,2.9072198683219836,0.002604499499083132,0.0022629966331491804,0.005629245070043884,0.006305868607800586,0.006061395822994828,8.722517109635564e-10
-3.346045508823415,3.0169262784473414,0.0012994593574737108,0.0021478756646814826,0.005286552795419276,0.005053371396196145,0.005648457560677661,8.153946671508872e-10
-3.346045508823415,3.126632688572699,0.000151959932442202,0.0021025588368894592,0.005155879353924946,0.004154946926437689,0.005487317069180316,7.986721761374382e-10
-3.346045508823415,3.236339098698057,-0.0009767833742898471,0.002128488440966667,0.005230367445700144,0.0035191908999125327,0.005573749751501158,8.214931018421523e-10
-3.346045508823415,3.346045508823415,-0.002224865811695339,0.0022248659039709653,0.0055139707050191784,0.003073627637982201,0.005915100062445255,8.857841990277115e-10
-3.346045508823415,3.455751918948773,-0.003734308355057438,0.0023880951206768203,0.006020669620202751,0.0027623103519574966,0.006529816828852854,9.958854175345921e-10
-3.236339098698057,-3.455751918948773,0.003577543613113894,0.0010499112141958635,0.005695976456326788,0.007062122700957992,0.005268800352472991,8.887808735508207e-10
-3.236339098698057,-3.346045508823415,0.0021284883786336774,0.0009767834613076344,0.005230367446475147,0.005579939223122639,0.004777404637180641,8.06922736094895e-10
-3.236339098698057,-3.236339098698057,0.0009336437716322197,0.0009336438295993441,0.0049695786133415795,0.004508992390268018,0.004508967032439796,7.643340049420799e-10
-3.236339098698057,-3.126632688572699,-0.00014521274050300647,0.0009220421931225928,0.004901059051445353,0.003748911376921567,0.004452434627688404,7.589544518023239e-10
-3.236339098698057,-3.0169262784473414,-0.0012422949306241451,0.0009423195295436133,0.005021255332530342,0.0032175346007087117,0.004607297733569932,7.90887618850461e-10
-3.236339098698057,-2.9072198683219836,-0.002492517490940887,0.0009938589378045049,0.005336329556152167,0.0028501927078624766,0.004984850423496,8.625852905216891e-10
-3.236339098698057,-2.7975134581966254,-0.0040356446845096275,0.0010746492991061285,0.0058608939816405204,0.0025966923071817517,0.005607014853566178,9.786345891646397e-10
-3.236339098698057,-2.6878070480712677,-0.006015765782660707,0.0011802313408848435,0.006614587581508485,0.002417784861918643,0.006502389123605696,1.1450698301877782e-9
-3.236339098698057,-2.57810063794591,-0.008572161177023113,0.001302240740192467,0.007616188688485642,0.002282275583064357,0.007698975344834803,1.36808289263185e-9
-3.236339098698057,-2.468394227820552,-0.011818613295940198,0.0014269741425583023,0.008875185421129105,0.002165435251521764,0.00921330309449148,1.6520428185173852e-9
-3.236339098698057,-2.358687817695194,-0.01581088795355855,0.0015346433382454603,0.01038143858909707,0.002048943067225762,0.01103660215682196,1.996899708957278e-9
-3.236339098698057,-2.248981407569836,-0.020506899698264046,0.0016001224981441397,0.012094699884904619,0.0019221025981828632,0.013120277447777664,2.3953456189038103e-9
-3.236339098698057,-2.1392749974444785,-0.025730161720764096,0.0015958469723005996,0.013936926197497975,0.0017835235421680513,0.015364758926567837,2.8304629360806355e-9
-3.236339098698057,-2.0295685873191207,-0.03115198903356114,0.0014969507657704446,0.015790930816082356,0.0016420103463242247,0.017616938256124138,3.2748471764237896e-9
-3.236339098698057,-1.9198621771937627,-0.03630798948846687,0.0012877901646886738,0.017508282489996065,0.0015153432234334121,0.01968077239069077,3.6921371376896772e-9
-3.236339098698057,-1.8101557670684048,-0.04065695310512956,0.0009680325350303414,0.01892722049713274,0.0014262305858889698,0.02134257586133232,4.041374325469693e-9
-3.236339098698057,-1.700449356943047,-0.04367597614172229,0.0005560234910114255,0.019898120162814757,0.0013959082638228528,0.022407507032049707,4.283699851434508e-9
-3.236339098698057,-1.590742946817689,-0.04496960385062841,0.00008762024455316998,0.020310867792959205,0.0014371852538431285,0.02273860867446878,4.389889301029126e-9
-3.236339098698057,-1.4810365366923313,-0.044360732110605254,-0.00038989164996314777,0.02011683691853399,0.0015494558096441598,0.02228703683242653,4.346604262281395e-9
-3.236339098698057,-1.3713301265669733,-0.04193327633389386,-0.0008273339165104646,0.01933901889665849,0.00171776625612214,0.021103681074197207,4.159390205524249e-9
-3.236339098698057,-1.2616237164416155,-0.03801181314341425,-0.0011837584924555978,0.018067202343053694,0.0019165049587165613,0.019328135548327772,3.851423825695921e-9
-3.236339098698057,-1.1519173063162575,-0.03308530432904207,-0.0014340479295941297,0.016439688640811842,0.0021164042225844575,0.017158584314890233,3.458427129746089e-9
-3.236339098698057,-1.0422108961908998,-0.027700670731699916,-0.0015719219915023292,0.014617020294998952,0.0022922822402774486,0.014812222475221678,3.0213956536337405e-9
-3.236339098698057,-0.9325044860655419,-0.022359261171949522,-0.0016080672262790412,0.01275503428408815,0.002428928795429327,0.012487796950260007,2.5793099513865547e-9
-3.236339098698057,-0.8227980759401841,-0.017443193301471187,-0.0015647753650429423,0.01098373302077896,0.0025236457490274214,0.010339354351159196,2.163671916979859e-9
-3.236339098698057,-0.7130916658148262,-0.01318374775803943,-0.0014693261619112374,0.009395676473220016,0.002585502357438185,0.008465089990113667,1.7957984916813774e-9
-3.236339098698057,-0.6033852556894683,-0.009668277753238266,-0.0013481919071571527,0.008044224092776688,0.002632567673201111,0.006909927001761373,1.4867949879072972e-9
-3.236339098698057,-0.4936788455641104,-0.006871873176280102,-0.0012232909810023678,0.006949324621372082,0.00268880619331485,0.005677127097062581,1.2394264126310006e-9
-3.236339098698057,-0.38397243543875254,-0.004697544344300581,-0.0011105141218768863,0.0061073726634449325,0.0027820284776013384,0.004743458537326294,1.050868064442212e-9
-3.236339098698057,-0.27426602531339467,-0.0030122334374773543,-0.0010200208406418562,0.005501868758558862,0.0029436380983648685,0.004073604562125427,9.154719968207381e-10
-3.236339098698057,-0.1645596151880368,-0.001671980812194786,-0.00095751140967257,0.0051126687169696945,0.0032102754483680535,0.003631446032051339,8.270272457318317e-10
-3.236339098698057,-0.054853205062678934,-0.0005350161339905632,-0.0009257375826013137,0.004922812969744648,0.003626999729543355,0.0033876142965005578,7.803296043183694e-10
-3.236339098698057,0.054853205062678934,0.0005350161591265804,-0.0009257375828220068,0.0049228129694858,0.004251330484247012,0.0033237855880441504,7.72098697043172e-10
-3.236339098698057,0.1645596151880368,0.0016719808393044523,-0.0009575114103431745,0.005112668716167343,0.005157130694000029,0.003434527510936847,8.013643741644483e-10
-3.236339098698057,0.27426602531339467,0.00301223346869986,-0.0010200208417859345,0.005501868757134813,0.006436812528953526,0.00372731228233164,8.694238081211059e-10
-3.236339098698057,0.38397243543875254,0.00469754438208316,-0.0011105141235266062,0.00610737266126649,0.00819968165561082,0.004220848635536243,9.793972386568095e-10
-3.236339098698057,0.4936788455641104,0.006871873223467759,-0.0012232909831873034,0.00694932461825116,0.010563647762428931,0.004941407426688133,1.1353390857657408e-9
-3.236339098698057,0.6033852556894683,0.009668277813071531,-0.0013481919098881497,0.008044224088473582,0.013637555497154062,0.005916560147609525,1.3408400396930364e-9
-3.236339098698057,0.7130916658148262,0.01318374783401573,-0.0014693261651605124,0.009395676467456414,0.017492771579862468,0.0071659401151974375,1.5971268613190759e-9
-3.236339098698057,0.8227980759401841,0.017443193397034786,-0.00156477536872368,0.01098373301326469,0.022125983566161623,0.00868943480166465,1.900844889476949e-9
-3.236339098698057,0.9325044860655419,0.022359261290006947,-0.0016080672302300218,0.012755034274564644,0.027420231790356762,0.010454585871003421,2.2419651083543934e-9
-3.236339098698057,1.0422108961908998,0.027700670874011412,-0.001571921995484469,0.014617020283296263,0.03311646610242918,0.012386520125126192,2.60249244724009e-9
-3.236339098698057,1.1519173063162575,0.03308530449560433,-0.0014340479333047012,0.016439688626910552,0.03881054236785222,0.014364699647980565,2.956718005847625e-9
-3.236339098698057,1.2616237164416155,0.03801181333199746,-0.0011837584955623815,0.018067202327136586,0.04398752523333086,0.016230290469402855,3.27352545417825e-9
-3.236339098698057,1.3713301265669733,0.041933276539898756,-0.0008273339187012231,0.019339018879132773,0.04809525421732844,0.017805531569007223,3.520705064291585e-9
-3.236339098698057,1.4810365366923313,0.0443607323273495,-0.0003898916510003734,0.02011683690001046,0.05064472887196241,0.01892256407883222,3.670505243497102e-9
-3.236339098698057,1.590742946817689,0.04496960407006117,0.00008762024478671376,0.020310867774185216,0.05131181109413088,0.01945517388056054,3.7050478934874675e-9
-3.236339098698057,1.700449356943047,0.043675976355440425,0.0005560234924890966,0.01989812014457286,0.05000978059147549,0.019344687769198694,3.620066447995729e-9
-3.236339098698057,1.8101557670684048,0.04065695330547429,0.0009680325375870344,0.018927220480131034,0.0469092082784866,0.018612196868524958,3.4258208110593547e-9
-3.236339098698057,1.9198621771937627,0.036307989669451535,0.001287790168053631,0.017508282474776763,0.042398535483533555,0.01735332837856984,3.144905218188665e-9
-3.236339098698057,2.0295685873191207,0.031151989191438866,0.0014969507696178301,0.015790930802970914,0.03699854814220414,0.01571738471024088,2.8076339135540973e-9
-3.236339098698057,2.1392749974444785,0.025730161854151296,0.0015958469763038214,0.01393692618659929,0.03125796085564232,0.01387746554012303,2.4463835263111022e-9
-3.236339098698057,2.248981407569836,0.020506899807864156,0.0016001225020206892,0.012094699876137514,0.025660029859681223,0.012000258328610961,2.0904251142594976e-9
