"kb1","kb2","en1","en2","en3","en4"
-0.4841269841269842,0.18253968253968256,2.7340577343997463,2.734057734399766,3.174685482901473,3.1746854829014914
-0.4841269841269842,0.19841269841269837,2.740762730948167,2.740762730948167,3.1669965910391342,3.1669965910391538
-0.4841269841269842,0.2142857142857142,2.7479756716290527,2.7479756716290527,3.1587459239051072,3.1587459239051072
-0.4841269841269842,0.23015873015873012,2.755683861686041,2.7556838616860766,3.1499549541753735,3.1499549541753913
-0.4841269841269842,0.24603174603174605,2.763873424668037,2.763873424668074,3.1406474027439337,3.140647402743952
-0.4841269841269842,0.26190476190476186,2.7725292462097806,2.7725292462098365,3.1308492250422386,3.1308492250422577
-0.4841269841269842,0.2777777777777777,2.781634905645906,2.781634905645906,3.1205885722454516,3.1205885722454516
-0.4841269841269842,0.2936507936507936,2.7911725896714215,2.7911725896714215,3.1098957351014818,3.1098957351014818
-0.4841269841269842,0.30952380952380953,2.801122978203013,2.801122978203029,3.098803083696432,3.098803083696432
-0.4841269841269842,0.32539682539682535,2.8114650852001737,2.8114650852001906,3.0873450251610763,3.087345025161093
-0.4841269841269842,0.34126984126984117,2.8221760232021404,2.8221760232021404,3.0755580163530722,3.0755580163530913
-0.4841269841269842,0.3571428571428571,2.8332306325332386,2.8332306325332812,3.0634806970683695,3.0634806970683908
-0.4841269841269842,0.373015873015873,2.844600857750438,2.8446008577504545,3.0511542681154107,3.051154268115444
-0.4841269841269842,0.38888888888888884,2.85625462278934,2.8562546227893577,3.038623369802317,3.038623369802317
-0.4841269841269842,0.40476190476190466,2.868153636628597,2.868153636628597,3.0259380358539922,3.0259380358539922
-0.4841269841269842,0.4206349206349206,2.880248698838776,2.8802486988387965,3.0131581598378183,3.013158159837838
-0.4841269841269842,0.4365079365079365,2.8924684279405652,2.892468427940582,3.0003645570475856,3.0003645570476025
-0.4841269841269842,0.45238095238095233,2.904687736183547,2.904687736183563,2.9876903034223226,2.9876903034223554
-0.4841269841269842,0.46825396825396814,2.91661892809951,2.916618928099534,2.975429478565056,2.97542947856508
-0.4841269841269842,0.4841269841269841,2.9273124820290306,2.9273124820290537,2.964536257277902,2.964536257277948
-0.4841269841269842,0.5,2.932736656852751,2.9327366568527684,2.959045210178951,2.9590452101789677
-0.46825396825396826,-0.5,2.919716293396455,2.919716293396476,2.972263719229126,2.972263719229126
-0.46825396825396826,-0.4841269841269842,2.9166189280995023,2.9166189280995263,2.975429478565052,2.975429478565076
-0.46825396825396826,-0.46825396825396826,2.908898422093306,2.908898422093306,2.9833542046115404,2.9833542046115404
-0.46825396825396826,-0.45238095238095233,2.8988761012886846,2.8988761012886846,2.993713704127492,2.993713704127492
-0.46825396825396826,-0.4365079365079365,2.8878467048973633,2.8878467048973633,3.0052085216896636,3.0052085216896636
-0.46825396825396826,-0.4206349206349207,2.8764078846144354,2.8764078846144594,3.0172345331625996,3.0172345331625996
-0.46825396825396826,-0.40476190476190477,2.8648530391575013,2.8648530391575484,3.029490238148764,3.029490238148811
-0.46825396825396826,-0.38888888888888884,2.8533442341840485,2.8533442341840654,3.0418039986455825,3.0418039986456
-0.46825396825396826,-0.373015873015873,2.841982117163539,2.841982117163557,3.0540643107723175,3.054064310772353
-0.46825396825396826,-0.3571428571428572,2.830835848324919,2.830835848324954,3.0661900840860445,3.0661900840860614
-0.46825396825396826,-0.3412698412698413,2.819956976453713,2.819956976453713,3.0781169945838167,3.0781169945838167
-0.46825396825396826,-0.32539682539682535,2.8093863767382885,2.8093863767383063,3.089790788372227,3.0897907883722446
-0.46825396825396826,-0.30952380952380953,2.799157958811827,2.799157958811827,3.101163821459075,3.101163821459097
-0.46825396825396826,-0.2936507936507937,2.7893007673777035,2.7893007673777035,3.112193206475979,3.112193206475979
-0.46825396825396826,-0.2777777777777778,2.7798402350159535,2.7798402350159535,3.1228397997428226,3.1228397997428665
-0.46825396825396826,-0.26190476190476186,2.770798964746632,2.7707989647466498,3.1330676441868714,3.1330676441868714
-0.46825396825396826,-0.24603174603174605,2.7621972400631263,2.7621972400631263,3.1428436638702175,3.1428436638702366
-0.46825396825396826,-0.2301587301587302,2.754053370746694,2.7540533707467114,3.1521374959781503,3.1521374959781503
-0.46825396825396826,-0.2142857142857143,2.746383936171181,2.746383936171208,3.1609213937257,3.1609213937257277
-0.46825396825396826,-0.1984126984126984,2.739203962477454,2.739203962477454,3.1691701602543043,3.1691701602543043
-0.46825396825396826,-0.18253968253968256,2.7325270557176404,2.7325270557176404,3.1768610893747065,3.176861089374765
-0.46825396825396826,-0.1666666666666667,2.726365504752034,2.726365504752034,3.1839738989810042,3.1839738989810265
-0.46825396825396826,-0.1507936507936508,2.720730362698172,2.720730362698172,3.190490649645291,3.190490649645306
-0.46825396825396826,-0.1349206349206349,2.715631512668077,2.715631512668077,3.196395645623549,3.196395645623549
-0.46825396825396826,-0.11904761904761907,2.71107772160242,2.711077721602445,3.201675318932134,3.201675318932134
-0.46825396825396826,-0.10317460317460322,2.707076684773828,2.707076684773828,3.206318099660664,3.206318099660664
-0.46825396825396826,-0.08730158730158732,2.7036350627208137,2.703635062720859,3.210314277448316,3.2103142774483384
-0.46825396825396826,-0.07142857142857142,2.7007585118361876,2.700758511836222,3.2136558601803786,3.213655860180396
-0.46825396825396826,-0.05555555555555558,2.6984517094655915,2.6984517094656093,3.2163364365237186,3.2163364365237364
-0.46825396825396826,-0.039682539682539736,2.6967183741212875,2.696718374121307,3.2183510489770955,3.218351048977115
-0.46825396825396826,-0.023809523809523836,2.6955612812360514,2.695561281236072,3.219696083717603,3.219696083717603
-0.46825396825396826,-0.007936507936507936,2.6949822747534755,2.6949822747534755,3.220369182747027,3.220369182747067
-0.46825396825396826,0.007936507936507908,2.694982274753455,2.6949822747534737,3.2203691827470555,3.2203691827470555
-0.46825396825396826,0.023809523809523725,2.69556128123606,2.695561281236076,3.219696083717599,3.219696083717615
-0.46825396825396826,0.03968253968253965,2.6967183741212803,2.6967183741212803,3.218351048977115,3.218351048977115
-0.46825396825396826,0.05555555555555558,2.698451709465604,2.698451709465604,3.21633643652374,3.2163364365237763
-0.46825396825396826,0.0714285714285714,2.7007585118362045,2.700758511836225,3.2136558601803693,3.21365586018039
-0.46825396825396826,0.08730158730158721,2.7036350627208465,2.7036350627208465,3.2103142774483393,3.210314277448356
-0.46825396825396826,0.10317460317460314,2.707076684773819,2.707076684773819,3.2063180996606473,3.2063180996606473
-0.46825396825396826,0.11904761904761907,2.7110777216024253,2.7110777216024253,3.201675318932133,3.2016753189321525
-0.46825396825396826,0.13492063492063489,2.7156315126680726,2.7156315126680726,3.196395645623527,3.196395645623544
-0.46825396825396826,0.1507936507936507,2.72073036269817,2.7207303626981885,3.190490649645307,3.190490649645307
-0.46825396825396826,0.16666666666666663,2.7263655047520343,2.7263655047520547,3.1839738989810114,3.1839738989810114
-0.46825396825396826,0.18253968253968256,2.7325270557176404,2.732527055717663,3.176861089374753,3.1768610893747757
-0.46825396825396826,0.19841269841269837,2.739203962477434,2.739203962477456,3.1691701602543043,3.1691701602543265
-0.46825396825396826,0.2142857142857142,2.7463839361711972,2.746383936171216,3.1609213937256992,3.160921393725718
-0.46825396825396826,0.23015873015873012,2.754053370746711,2.754053370746728,3.1521374959781547,3.1521374959781547
-0.46825396825396826,0.24603174603174605,2.7621972400631236,2.7621972400631236,3.142843663870209,3.142843663870228
-0.46825396825396826,0.26190476190476186,2.770798964746625,2.770798964746657,3.1330676441868537,3.1330676441868537
-0.46825396825396826,0.2777777777777777,2.7798402350159432,2.77984023501596,3.122839799742849,3.1228397997428656
-0.46825396825396826,0.2936507936507936,2.7893007673776973,2.789300767377716,3.11219320647597,3.1121932064759887
-0.46825396825396826,0.30952380952380953,2.7991579588118376,2.7991579588118376,3.1011638214590618,3.1011638214590787
-0.46825396825396826,0.32539682539682535,2.8093863767382734,2.8093863767383116,3.0897907883722118,3.08979078837225
-0.46825396825396826,0.34126984126984117,2.819956976453681,2.8199569764537005,3.078116994583774,3.0781169945837936
-0.46825396825396826,0.3571428571428571,2.8308358483249085,2.8308358483249263,3.066190084086031,3.066190084086049
-0.46825396825396826,0.373015873015873,2.8419821171635364,2.841982117163557,3.054064310772353,3.054064310772353
-0.46825396825396826,0.38888888888888884,2.853344234184058,2.8533442341840773,3.0418039986455945,3.041803998645614
-0.46825396825396826,0.40476190476190466,2.8648530391575155,2.864853039157537,3.0294902381487985,3.0294902381487985
-0.46825396825396826,0.4206349206349206,2.876407884614449,2.8764078846144696,3.0172345331626,3.017234533162641
-0.46825396825396826,0.4365079365079365,2.8878467048973575,2.8878467048973575,3.0052085216896804,3.0052085216896804
-0.46825396825396826,0.45238095238095233,2.8988761012886823,2.8988761012887023,2.9937137041274773,2.9937137041274973
-0.46825396825396826,0.46825396825396814,2.908898422093307,2.908898422093307,2.983354204611548,2.983354204611548
-0.46825396825396826,0.4841269841269841,2.916618928099506,2.91661892809954,2.975429478565092,2.975429478565092
-0.46825396825396826,0.5,2.9197162933964864,2.9197162933965033,2.9722637192291264,2.9722637192291432
-0.45238095238095233,-0.5,2.906829983657615,2.906829983657638,2.985477139736803,2.985477139736826
-0.45238095238095233,-0.4841269841269842,2.9046877361835692,2.9046877361835692,2.987690303422339,2.987690303422339
-0.45238095238095233,-0.46825396825396826,2.8988761012886717,2.8988761012886717,2.9937137041274986,2.993713704127521
-0.45238095238095233,-0.45238095238095233,2.8906184547972087,2.8906184547972344,3.002321036439074,3.002321036439099
-0.45238095238095233,-0.4365079365079365,2.880941307397701,2.880941307397719,3.0124809696450114,3.0124809696450283
-0.45238095238095233,-0.4206349206349207,2.8704992577153474,2.8704992577153474,3.023532287286616,3.023532287286634
-0.45238095238095233,-0.40476190476190477,2.8596832656969244,2.859683265696943,3.0350757408061666,3.035075740806186
-0.45238095238095233,-0.38888888888888884,2.848731911532261,2.848731911532261,3.0468629493914774,3.046862949391498
-0.45238095238095233,-0.373015873015873,2.8377986749346347,2.837798674934654,3.058729307725958,3.058729307725958
-0.45238095238095233,-0.3571428571428572,2.8269884204651152,2.8269884204651152,3.0705577116969645,3.0705577116969867
-0.45238095238095233,-0.3412698412698413,2.816377048886786,2.816377048886808,3.082259137050141,3.0822591370501633
-0.45238095238095233,-0.32539682539682535,2.806022359521279,2.806022359521279,3.093762020289894,3.0937620202899137
-0.45238095238095233,-0.30952380952380953,2.7959702741949295,2.795970274194972,3.1050062849209317,3.1050062849209965
-0.45238095238095233,-0.2936507936507937,2.786258540631361,2.7862585406314064,3.1159398884290583,3.1159398884290583
-0.45238095238095233,-0.2777777777777778,2.7769190181974928,2.7769190181975105,3.1265167801303164,3.1265167801303164
-0.45238095238095233,-0.26190476190476186,2.767979138270684,2.767979138270684,3.136695670707919,3.136695670707919
-0.45238095238095233,-0.24603174603174605,2.759462867983631,2.7594628679836712,3.146439278106029,3.146439278106069
-0.45238095238095233,-0.2301587301587302,2.7513913658357505,2.7513913658357505,3.1557138553785427,3.1557138553785427
-0.45238095238095233,-0.2142857142857143,2.74378344057071,2.74378344057071,3.1644888841524708,3.1644888841524708
-0.45238095238095233,-0.1984126984126984,2.7366558810263975,2.7366558810264126,3.1727368623135783,3.1727368623135783
-0.45238095238095233,-0.18253968253968256,2.7300236991719875,2.7300236991719875,3.18043314150134,3.18043314150134
-0.45238095238095233,-0.1666666666666667,2.7239003132721784,2.723900313272198,3.187555786916181,3.1875557869162003
-0.45238095238095233,-0.1507936507936508,2.718297688738225,2.7182976887382506,3.1940854430291323,3.194085443029158
-0.45238095238095233,-0.1349206349206349,2.7132264483315716,2.7132264483315884,3.2000051963416656,3.2000051963416825
-0.45238095238095233,-0.11904761904761907,2.7086959596072875,2.708695959607333,3.205300431650647,3.2053004316506932
-0.45238095238095233,-0.10317460317460322,2.7047144050130116,2.7047144050130116,3.2099586820378274,3.2099586820378434
-0.45238095238095233,-0.08730158730158732,2.701288838413485,2.7012888384135025,3.2139694754323367,3.2139694754323367
-0.45238095238095233,-0.07142857142857142,2.698425230695837,2.698425230695837,3.2173241823304757,3.2173241823305103
-0.45238095238095233,-0.05555555555555558,2.696128506342019,2.696128506342036,3.2200158702507666,3.2200158702507666
-0.45238095238095233,-0.039682539682539736,2.694402572314176,2.6944025723141936,3.2220391708677028,3.2220391708677205
-0.45238095238095233,-0.023809523809523836,2.6932503402114794,2.693250340211498,3.223390165599654,3.223390165599691
-0.45238095238095233,-0.007936507936507936,2.6926737423715688,2.6926737423715688,3.224066294810406,3.2240662948104237
-0.45238095238095233,0.007936507936507908,2.6926737423715714,2.6926737423715945,3.224066294810412,3.224066294810412
-0.45238095238095233,0.023809523809523725,2.693250340211482,2.693250340211482,3.22339016559967,3.2233901655996915
-0.45238095238095233,0.03968253968253965,2.694402572314153,2.6944025723141714,3.2220391708677023,3.2220391708677205
-0.45238095238095233,0.05555555555555558,2.6961285063420304,2.6961285063420304,3.2200158702507657,3.220015870250789
-0.45238095238095233,0.0714285714285714,2.6984252306958423,2.6984252306958423,3.217324182330483,3.2173241823305005
-0.45238095238095233,0.08730158730158721,2.7012888384134937,2.7012888384134937,3.2139694754323394,3.2139694754323394
-0.45238095238095233,0.10317460317460314,2.704714405013025,2.704714405013042,3.2099586820378567,3.2099586820378727
-0.45238095238095233,0.11904761904761907,2.7086959596072866,2.708695959607306,3.2053004316506577,3.2053004316506577
-0.45238095238095233,0.13492063492063489,2.713226448331574,2.7132264483315907,3.2000051963416527,3.2000051963416527
-0.45238095238095233,0.1507936507936507,2.718297688738245,2.718297688738245,3.194085443029145,3.194085443029163
-0.45238095238095233,0.16666666666666663,2.7239003132721904,2.7239003132722077,3.187555786916184,3.187555786916201
-0.45238095238095233,0.18253968253968256,2.7300236991719924,2.730023699172012,3.1804331415013545,3.1804331415013545
-0.45238095238095233,0.19841269841269837,2.736655881026409,2.7366558810264285,3.172736862313598,3.172736862313598
-0.45238095238095233,0.2142857142857142,2.7437834405706907,2.7437834405707218,3.164488884152422,3.164488884152485
-0.45238095238095233,0.23015873015873012,2.7513913658357234,2.7513913658357714,3.155713855378526,3.1557138553785418
-0.45238095238095233,0.24603174603174605,2.7594628679836317,2.7594628679836477,3.146439278106004,3.146439278106019
-0.45238095238095233,0.26190476190476186,2.767979138270689,2.767979138270689,3.1366956707079185,3.1366956707079185
-0.45238095238095233,0.2777777777777777,2.776919018197497,2.7769190181975167,3.126516780130302,3.126516780130302
-0.45238095238095233,0.2936507936507936,2.786258540631378,2.786258540631378,3.115939888429044,3.1159398884290597
-0.45238095238095233,0.30952380952380953,2.7959702741949695,2.7959702741949695,3.1050062849209565,3.1050062849209725
-0.45238095238095233,0.32539682539682535,2.8060223595212763,2.8060223595212763,3.0937620202898612,3.0937620202898826
-0.45238095238095233,0.34126984126984117,2.816377048886811,2.816377048886811,3.0822591370501544,3.082259137050173
-0.45238095238095233,0.3571428571428571,2.826988420465078,2.8269884204650992,3.070557711696951,3.0705577116969724
-0.45238095238095233,0.373015873015873,2.8377986749346347,2.8377986749346533,3.0587293077259607,3.0587293077259607
-0.45238095238095233,0.38888888888888884,2.8487319115322576,2.8487319115322576,3.046862949391488,3.0468629493915094
-0.45238095238095233,0.40476190476190466,2.8596832656969235,2.8596832656969617,3.0350757408061764,3.035075740806195
-0.45238095238095233,0.4206349206349206,2.8704992577153634,2.870499257715383,3.023532287286617,3.023532287286617
-0.45238095238095233,0.4365079365079365,2.8809413073976784,2.8809413073977286,3.012480969644996,3.012480969644996
-0.45238095238095233,0.45238095238095233,2.890618454797217,2.8906184547972393,3.002321036439087,3.002321036439087
-0.45238095238095233,0.46825396825396814,2.898876101288676,2.8988761012887334,2.993713704127485,2.993713704127523
-0.45238095238095233,0.4841269841269841,2.904687736183561,2.904687736183561,2.987690303422345,2.987690303422345
-0.45238095238095233,0.5,2.906829983657607,2.906829983657607,2.9854771397368056,2.985477139736827
-0.4365079365079365,-0.5,2.8941099223962317,2.894109922396253,2.998648644953372,2.998648644953372
-0.4365079365079365,-0.4841269841269842,2.892468427940556,2.8924684279405772,3.000364557047586,3.000364557047586
-0.4365079365079365,-0.46825396825396826,2.887846704897356,2.8878467048973757,3.0052085216896796,3.0052085216896796
-0.4365079365079365,-0.45238095238095233,2.8809413073977397,2.8809413073977397,3.012480969645015,3.012480969645015
-0.4365079365079365,-0.4365079365079365,2.8724808701093734,2.8724808701093925,3.0214483035920345,3.0214483035920345
-0.4365079365079365,-0.4206349206349207,2.863040127458653,2.8630401274586763,3.0315289714251827,3.0315289714251827
-0.4365079365079365,-0.40476190476190477,2.8530233751849843,2.853023375185001,3.0423101317093377,3.042310131709354
-0.4365079365079365,-0.38888888888888884,2.842706261176723,2.8427062611767417,3.053506021771089,3.053506021771108
-0.4365079365079365,-0.373015873015873,2.8322785356276174,2.8322785356276174,3.0649153950472288,3.06491539504725
