"time","(a)up","(a)dn","(b)up","(b)dn","(c)Rs","(c)Rc","(d)up","(d)dn","(e)up","(e)dn","(f)Rs","(f)Rc","(g)up","(g)dn","(h)up","(h)dn","(i)Rs","(i)Rc"
0.,4.082301179764621e-15,4.082301179764621e-15,4.082301179764621e-15,-4.082301179764621e-15,2.8743384631494384e-15,2.8743384631494384e-15,0.,0.,-2.409636780670541e-8,9.996302339761743e-8,9.395647700930398e-10,-1.4920324233768308e-10,0.,0.,-5.890087633244595e-10,2.405079039608745e-9,-3.8740900748753604e-8,-1.1063555953237657e-11
0.00008593880155165764,0.0005068241716792531,0.0005068241716792531,0.0005068241716792531,-0.0005068241716792531,0.00035685368290135007,0.00035685368290135007,0.0005962660182535288,0.0006075707222219888,0.0035826909219890467,-0.013093924199613105,0.0003638908333384612,0.00036372491904318514,1.336468590338616e-6,0.00003153444439996317,-6.888018589723458e-6,1.3939134517388563e-6,-5.047331473802898e-6,-5.289417040040486e-6
0.00017187760310331528,0.0011504794177896486,0.0011504794177896486,0.0011504794177896486,-0.0011504794177896486,0.0008100497969150891,0.0008100497969150891,0.0012845118434445695,0.001303316360814328,0.009030245457385472,-0.03368810110086789,0.0007849858574372591,0.0007846306232963686,0.000012748007453664123,0.0001135286666584959,-0.000030207478425175687,0.00006318775684789228,-0.00001166584404701709,-0.000012180067889079075
0.0002578164046549729,0.0019342323260855816,0.0019342323260855816,0.0019342323260855816,-0.0019342323260855816,0.0013618883386392758,0.0013618883386392758,0.002063811167373006,0.0020805004890171947,0.010352291498606338,-0.03672970685283072,0.0012638372856288937,0.0012632781063834412,0.000010144323917317104,0.0001566114004519149,-0.000038434900733797646,0.000041967778893875,-0.000022083207733374758,-0.0000229134453500137
0.00034375520620663055,0.002858155345696251,0.002858155345696251,0.002858155345696251,-0.002858155345696251,0.0020124203193319008,0.0020124203193319008,0.0029666920548138027,0.0029938501870585424,0.007187242350174608,-0.020636204481679264,0.001816127737268008,0.0018154671239984158,0.000012440661950978873,0.00018405084387117666,-0.00003714321601469073,0.000017128341641957406,-0.000025526893296418972,-0.000026665194277909007
0.0004296940077582882,0.0039186387740426714,0.0039186387740426714,0.0039186387740426714,-0.0039186387740426714,0.0027591041560703876,0.0027591041560703876,0.003965363444935818,0.003993100815939675,0.0040965926119008724,-0.00454540522473702,0.002429131682222795,0.002428278703303401,0.000026544675806895236,0.00025865431612412604,-0.00006092642290327915,0.00010006679038999988,-0.00002854639737120138,-0.00002984711043387685
0.0005156328093099458,0.0051203218353148335,0.0051203218353148335,0.0051203218353148335,-0.0051203218353148335,0.00360520631547277,0.00360520631547277,0.005055820264851092,0.005071108430964818,0.005243850257656632,-0.00586540355951893,0.003101004967872379,0.0030997847054932016,0.000022768535081712353,0.000307027837999786,-0.00008326815782667223,0.00012749987458251784,-0.0000409312945309043,-0.00004259032770699914
0.0006015716108616035,0.006458841639409663,0.006458841639409663,0.006458841639409663,-0.006458841639409663,0.00454765489708841,0.00454765489708841,0.006263557876822525,0.006294591771773525,0.009913108065875875,-0.02156589154692347,0.003839440352497231,0.0038382060696536316,0.00002377458600905296,0.0003333475969553239,-0.0000834900930686592,0.00010397705942967918,-0.00004519998567397055,-0.00004731216870348866
0.0006875104124132611,0.00793572510929462,0.00793572510929462,0.00793572510929462,-0.00793572510929462,0.00558752500371408,0.00558752500371408,0.0075655643826247725,0.0076123475491577525,0.013149706486351168,-0.030962809309808683,0.004635733519431443,0.004634421999544042,0.000038717511182660934,0.0004047154804700387,-0.00009547716462586656,0.00014529283158821562,-0.000046918253227426685,-0.00004899998542168209
0.0007734492139649188,0.009551795933113403,0.009551795933113403,0.009551795933113403,-0.009551795933113403,0.006725396592194908,0.006725396592194908,0.00896386623222857,0.008995369540852862,0.01214785194011254,-0.022304925805917704,0.005497131237273367,0.005495254050092134,0.00003493513522679887,0.00046009743705654137,-0.00011194269061839326,0.00014124866451244568,-0.0000606615254997699,-0.00006305315026286082
0.0008593880155165764,0.011303506052044875,0.011303506052044875,0.011303506052044875,-0.011303506052044875,0.007958771482830272,0.007958771482830272,0.01047902728726874,0.010516404466612393,0.009634786499178786,-0.006992626983973127,0.006426181356861308,0.006424384904417799,0.00003484112849607615,0.0004860822295003086,-0.00011280200106009095,0.00011479970165755009,-0.00006575389690265728,-0.00006885692777825232
